Hardware S/N,Dongle S/N,Software,Hardware Model,HA/HOT BACKUP,Protected Bitrate,Stream Gates,Invoice number,Invoice date,Partner name,Region,Customer Name,Region,Full Address,Support Plan,Starting Date,Valid Until,Software,Hardware, P.B ,SG, Hot backup ,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8265,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KOIN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8252,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KOZL_KOLR_KSFX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8253,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KOZL_KOLR_KSFX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8254,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KOZL_KOLR_KSFX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8255,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KOZL_KOLR_KSFX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8296,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KREX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8297,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KREX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8272,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KRON,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8273,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KRON,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8412,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KSVI,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8413,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KSVI,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8280,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KSWB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8281,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KSWB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8550,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTAB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8551,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTAB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8252,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTAL-TV,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8253,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTAL-TV,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8033,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTLA,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8034,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTLA,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8370,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTLA,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8371,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTLA,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8352,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTSM,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8351,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTSM,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8240,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTVE-TV,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8241,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTVE-TV,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8022,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTVI,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8021,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTVI,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8376,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTVX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8377,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTVX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8282,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTXL,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8283,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KTXL,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8336,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KVEO,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8337,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KVEO,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8086,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KVEO,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8087,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KVEO,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8582,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KXAN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8581,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KXAN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8583,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KXAN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8585,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KXAN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8346,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KXRM,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8347,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,KXRM,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8374,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,Springfield_NE_Hub,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8375,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,Springfield_NE_Hub,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8404,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,Springfield_NE_Hub,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8406,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,Springfield_NE_Hub,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8405,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,Springfield_NE_Hub,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8407,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,Springfield_NE_Hub,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8256,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WANE,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8257,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WANE,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7574,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WAVY,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7575,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WAVY,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8622,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WCMH,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8630,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WCMH,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8631,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WCMH,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8632,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WCMH,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8342,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDAF,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8343,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDAF,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8286,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDCW,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
